NAACCR XML ID,NAACCR Number,Name,Start Column,Length,Record Types,Parent XML Element,Data Type
overRideSeqnoDxconf,2000,"Over-ride SeqNo/DxConf",1897,1,"A,M,C,I",Tumor,digits
overRideSiteBehavior,2071,"Over-ride Site/Behavior",1905,1,"A,M,C,I",Tumor,digits
overRideSiteEodDxDt,2072,"Over-ride Site/EOD/DX Dt",1906,1,"A,M,C,I",Tumor,digits
overRideSiteLatEod,2073,"Over-ride Site/Lat/EOD",1907,1,"A,M,C,I",Tumor,digits
overRideSiteLatMorph,2074,"Over-ride Site/Lat/Morph",1908,1,"A,M,C,I",Tumor,digits
overRideSiteLatSeqno,2010,"Over-ride Site/Lat/SeqNo",1898,1,"A,M,C,I",Tumor,digits
overRideSiteTnmStggrp,1989,"Over-ride Site/TNM-StgGrp",1895,1,"A,M,C,I",Tumor,digits
overRideSiteType,2030,"Over-ride Site/Type",1900,1,"A,M,C,I",Tumor,digits
overRideSsNodespos,1981,"Over-ride SS/NodesPos",1888,1,"A,M,C,I",Tumor,digits
overRideSsTnmM,1983,"Over-ride SS/TNM-M",1890,1,"A,M,C,I",Tumor,digits
overRideSsTnmN,1982,"Over-ride SS/TNM-N",1889,1,"A,M,C,I",Tumor,digits
overRideSurgDxconf,2020,"Over-ride Surg/DxConf",1899,1,"A,M,C,I",Tumor,digits
pathDateSpecCollect1,7320,"Path Date Spec Collect 1",4580,14,"A,M,C",Tumor,date
pathDateSpecCollect2,7321,"Path Date Spec Collect 2",4686,14,"A,M,C",Tumor,date
pathDateSpecCollect3,7322,"Path Date Spec Collect 3",4792,14,"A,M,C",Tumor,date
pathDateSpecCollect4,7323,"Path Date Spec Collect 4",4898,14,"A,M,C",Tumor,date
pathDateSpecCollect5,7324,"Path Date Spec Collect 5",5004,14,"A,M,C",Tumor,date
pathOrderPhysLicNo1,7100,"Path Order Phys Lic No 1",4621,20,"A,M,C",Tumor,text
pathOrderPhysLicNo2,7101,"Path Order Phys Lic No 2",4727,20,"A,M,C",Tumor,text
pathOrderPhysLicNo3,7102,"Path Order Phys Lic No 3",4833,20,"A,M,C",Tumor,text
pathOrderPhysLicNo4,7103,"Path Order Phys Lic No 4",4939,20,"A,M,C",Tumor,text
pathOrderPhysLicNo5,7104,"Path Order Phys Lic No 5",5045,20,"A,M,C",Tumor,text
pathOrderingFacNo1,7190,"Path Ordering Fac No 1",4596,25,"A,M,C",Tumor,text
pathOrderingFacNo2,7191,"Path Ordering Fac No 2",4702,25,"A,M,C",Tumor,text
pathOrderingFacNo3,7192,"Path Ordering Fac No 3",4808,25,"A,M,C",Tumor,text
pathOrderingFacNo4,7193,"Path Ordering Fac No 4",4914,25,"A,M,C",Tumor,text
pathOrderingFacNo5,7194,"Path Ordering Fac No 5",5020,25,"A,M,C",Tumor,text
pathReportNumber1,7090,"Path Report Number 1",4560,20,"A,M,C",Tumor,text
pathReportNumber2,7091,"Path Report Number 2",4666,20,"A,M,C",Tumor,text
pathReportNumber3,7092,"Path Report Number 3",4772,20,"A,M,C",Tumor,text
pathReportNumber4,7093,"Path Report Number 4",4878,20,"A,M,C",Tumor,text
pathReportNumber5,7094,"Path Report Number 5",4984,20,"A,M,C",Tumor,text
pathReportType1,7480,"Path Report Type 1",4594,2,"A,M,C",Tumor,digits
pathReportType2,7481,"Path Report Type 2",4700,2,"A,M,C",Tumor,digits
pathReportType3,7482,"Path Report Type 3",4806,2,"A,M,C",Tumor,digits
pathReportType4,7483,"Path Report Type 4",4912,2,"A,M,C",Tumor,digits
pathReportType5,7484,"Path Report Type 5",5018,2,"A,M,C",Tumor,digits
pathReportingFacId1,7010,"Path Reporting Fac ID 1",4535,25,"A,M,C",Tumor,text
pathReportingFacId2,7011,"Path Reporting Fac ID 2",4641,25,"A,M,C",Tumor,text
pathReportingFacId3,7012,"Path Reporting Fac ID 3",4747,25,"A,M,C",Tumor,text
pathReportingFacId4,7013,"Path Reporting Fac ID 4",4853,25,"A,M,C",Tumor,text
pathReportingFacId5,7014,"Path Reporting Fac ID 5",4959,25,"A,M,C",Tumor,text
patientIdNumber,20,"Patient ID Number",42,8,"A,M,C,I",Patient,digits
patientSystemIdHosp,21,"Patient System ID-Hosp",50,8,"A,M,C,I",Tumor,digits
pediatricStage,1120,"Pediatric Stage",976,2,"A,M,C,I",Tumor,text
pediatricStagedBy,1140,"Pediatric Staged By",980,1,"A,M,C,I",Tumor,digits
pediatricStagingSystem,1130,"Pediatric Staging System",978,2,"A,M,C,I",Tumor,digits
physician3,2490,"Physician 3",4459,8,"A,M,C",Tumor,text
physician4,2500,"Physician 4",4477,8,"A,M,C",Tumor,text
physicianFollowUp,2470,"Physician--Follow-Up",4423,8,"A,M,C",Tumor,text
physicianManaging,2460,"Physician--Managing",4405,8,"A,M,C",Tumor,text
physicianPrimarySurg,2480,"Physician--Primary Surg",4441,8,"A,M,C",Tumor,digits
placeOfDeath,1940,"Place of Death",2275,3,"A,M,C,I",Patient,text
placeOfDeathCountry,1944,"Place of Death--Country",452,3,"A,M,C,I",Patient,alpha
placeOfDeathState,1942,"Place of Death--State",450,2,"A,M,C,I",Patient,alpha
primaryPayerAtDx,630,"Primary Payer at DX",778,2,"A,M,C,I",Tumor,digits
primarySite,400,"Primary Site",540,4,"A,M,C,I",Tumor,text
qualityOfSurvival,1780,"Quality of Survival",2128,1,"A,M,C,I",Tumor,digits
race1,160,"Race 1",177,2,"A,M,C,I",Patient,digits
race2,161,"Race 2",179,2,"A,M,C,I",Patient,digits
race3,162,"Race 3",181,2,"A,M,C,I",Patient,digits
race4,163,"Race 4",183,2,"A,M,C,I",Patient,digits
race5,164,"Race 5",185,2,"A,M,C,I",Patient,digits
raceCodingSysCurrent,170,"Race Coding Sys--Current",187,1,"A,M,C,I",Patient,digits
raceCodingSysOriginal,180,"Race Coding Sys--Original",188,1,"A,M,C,I",Patient,digits
raceNapiia,193,"Race--NAPIIA(derived API)",419,2,"A,M,C,I",Patient,digits
radBoostDoseCgy,3210,"Rad--Boost Dose cGy",1611,5,"A,M,C,I",Tumor,digits
radBoostRxModality,3200,"Rad--Boost RX Modality",1609,2,"A,M,C,I",Tumor,digits
radLocationOfRx,1550,"Rad--Location of RX",1606,1,"A,M,C,I",Tumor,digits
radNoOfTreatmentVol,1520,"Rad--No of Treatment Vol",1601,3,"A,M,C,I",Tumor,digits
radRegionalDoseCgy,1510,"Rad--Regional Dose: cGy",1596,5,"A,M,C,I",Tumor,digits
radRegionalRxModality,1570,"Rad--Regional RX Modality",1607,2,"A,M,C,I",Tumor,digits
radTreatmentVolume,1540,"Rad--Treatment Volume",1604,2,"A,M,C,I",Tumor,digits
readmSameHosp30Days,3190,"Readm Same Hosp 30 Days",1619,1,"A,M,C,I",Tumor,digits
reasonForNoRadiation,1430,"Reason for No Radiation",1592,1,"A,M,C,I",Tumor,digits
reasonForNoSurgery,1340,"Reason for No Surgery",1576,1,"A,M,C,I",Tumor,digits
recordType,10,"Record Type",1,1,"A,M,C,I",NaaccrData,text
recurrenceDate1st,1860,"Recurrence Date--1st",2196,8,"A,M,C,I",Tumor,date
recurrenceDate1stFlag,1861,"Recurrence Date--1st Flag",2204,2,"A,M,C,I",Tumor,digits
recurrenceType1st,1880,"Recurrence Type--1st",2206,2,"A,M,C,I",Tumor,digits
regionalNodesExamined,830,"Regional Nodes Examined",916,2,"A,M,C,I",Tumor,digits
regionalNodesPositive,820,"Regional Nodes Positive",914,2,"A,M,C,I",Tumor,digits
registryId,40,"Registry ID",30,10,"A,M,C,I",NaaccrData,digits
registryType,30,"Registry Type",2,1,"A,M,C,I",NaaccrData,digits
reportingFacility,540,"Reporting Facility",701,10,"A,M,C,I",Tumor,text
reserved00,37,"Reserved 00",3,14,"A,M,C,I",Tumor,text
reserved01,370,"Reserved 01",58,37,"A,M,C,I",Tumor,text
reserved02,530,"Reserved 02",478,50,"A,M,C,I",Tumor,text
reserved03,680,"Reserved 03",591,100,"A,M,C,I",Tumor,text
reserved04,750,"Reserved 04",804,30,"A,M,C,I",Tumor,text
reserved05,1180,"Reserved 05",1381,55,"A,M,C,I",Tumor,text
reserved06,1190,"Reserved 06",1624,100,"A,M,C,I",Tumor,text
reserved07,1300,"Reserved 07",1788,100,"A,M,C,I",Tumor,text
reserved08,1650,"Reserved 08",2036,80,"A,M,C,I",Tumor,text
reserved09,1740,"Reserved 09",2326,14,"A,M,C,I",Tumor,text
reserved10,1835,"Reserved 10",4085,200,"A,M,C",Tumor,text
reserved11,1900,"Reserved 11",4345,50,"A,M,C",Tumor,text
reserved12,2510,"Reserved 12",4485,50,"A,M,C",Tumor,text
reserved13,2080,"Reserved 13",5065,500,"A,M,C",Tumor,text
reserved14,2210,"Reserved 14",20825,2000,"A,M",Tumor,text
reserved15,2400,"Reserved 15",780,1,"A,M,C,I",Tumor,text
reserved16,2450,"Reserved 16",788,1,"A,M,C,I",Tumor,text
reserved17,2700,"Reserved 17",2195,1,"A,M,C,I",Tumor,text
reserved18,2161,"Reserved 18",1595,1,"A,M,C,I",Tumor,text
reserved19,2162,"Reserved 19",957,1,"A,M,C,I",Tumor,text
reserved20,2163,"Reserved 20",975,1,"A,M,C,I",Tumor,text
ruralurbanContinuum1993,3300,"RuralUrban Continuum 1993",424,2,"A,M,C,I",Tumor,digits
ruralurbanContinuum2003,3310,"RuralUrban Continuum 2003",426,2,"A,M,C,I",Tumor,digits
ruralurbanContinuum2013,3312,"RuralUrban Continuum 2013",476,2,"A,M,C,I",Tumor,digits
rxCodingSystemCurrent,1460,"RX Coding System--Current",1593,2,"A,M,C,I",Tumor,digits
rxDateBrm,1240,"RX Date BRM",1536,8,"A,M,C,I",Tumor,date
rxDateBrmFlag,1241,"RX Date BRM Flag",1544,2,"A,M,C,I",Tumor,digits
rxDateChemo,1220,"RX Date Chemo",1516,8,"A,M,C,I",Tumor,date
rxDateChemoFlag,1221,"RX Date Chemo Flag",1524,2,"A,M,C,I",Tumor,digits
rxDateDxStgProc,1280,"RX Date DX/Stg Proc",1556,8,"A,M,C,I",Tumor,date
rxDateDxStgProcFlag,1281,"RX Date DX/Stg Proc Flag",1564,2,"A,M,C,I",Tumor,digits
rxDateHormone,1230,"RX Date Hormone",1526,8,"A,M,C,I",Tumor,date
rxDateHormoneFlag,1231,"RX Date Hormone Flag",1534,2,"A,M,C,I",Tumor,digits
rxDateMostDefinSurg,3170,"RX Date Most Defin Surg",1466,8,"A,M,C,I",Tumor,date
rxDateMostDefinSurgFlag,3171,"RX Date Most Defin Surg Flag",1474,2,"A,M,C,I",Tumor,digits
rxDateOther,1250,"RX Date Other",1546,8,"A,M,C,I",Tumor,date
rxDateOtherFlag,1251,"RX Date Other Flag",1554,2,"A,M,C,I",Tumor,digits
rxDateRadiation,1210,"RX Date Radiation",1486,8,"A,M,C,I",Tumor,date
rxDateRadiationEnded,3220,"RX Date Radiation Ended",1496,8,"A,M,C,I",Tumor,date
rxDateRadiationEndedFlag,3221,"RX Date Radiation Ended Flag",1504,2,"A,M,C,I",Tumor,digits
rxDateRadiationFlag,1211,"RX Date Radiation Flag",1494,2,"A,M,C,I",Tumor,digits
rxDateSurgery,1200,"RX Date Surgery",1456,8,"A,M,C,I",Tumor,date
rxDateSurgeryFlag,1201,"RX Date Surgery Flag",1464,2,"A,M,C,I",Tumor,digits
rxDateSurgicalDisch,3180,"RX Date Surgical Disch",1476,8,"A,M,C,I",Tumor,date
rxDateSurgicalDischFlag,3181,"RX Date Surgical Disch Flag",1484,2,"A,M,C,I",Tumor,digits
rxDateSystemic,3230,"RX Date Systemic",1506,8,"A,M,C,I",Tumor,date
rxDateSystemicFlag,3231,"RX Date Systemic Flag",1514,2,"A,M,C,I",Tumor,digits
rxHospBrm,720,"RX Hosp--BRM",794,2,"A,M,C,I",Tumor,digits
rxHospChemo,700,"RX Hosp--Chemo",790,2,"A,M,C,I",Tumor,digits
rxHospDxStgProc,740,"RX Hosp--DX/Stg Proc",797,2,"A,M,C,I",Tumor,digits
rxHospHormone,710,"RX Hosp--Hormone",792,2,"A,M,C,I",Tumor,digits
rxHospOther,730,"RX Hosp--Other",796,1,"A,M,C,I",Tumor,digits
rxHospPalliativeProc,3280,"RX Hosp--Palliative Proc",799,1,"A,M,C,I",Tumor,digits
rxHospRadiation,690,"RX Hosp--Radiation",789,1,"A,M,C,I",Tumor,digits
rxHospRegLnRemoved,676,"RX Hosp--Reg LN Removed",786,2,"A,M,C,I",Tumor,digits
rxHospScopeReg9802,747,"RX Hosp--Scope Reg 98-02",802,1,"A,M,C,I",Tumor,digits
rxHospScopeRegLnSur,672,"RX Hosp--Scope Reg LN Sur",784,1,"A,M,C,I",Tumor,digits
rxHospSurgApp2010,668,"RX Hosp--Surg App 2010",781,1,"A,M,C,I",Tumor,digits
rxHospSurgOth9802,748,"RX Hosp--Surg Oth 98-02",803,1,"A,M,C,I",Tumor,digits
rxHospSurgOthRegDis,674,"RX Hosp--Surg Oth Reg/Dis",785,1,"A,M,C,I",Tumor,digits
rxHospSurgPrimSite,670,"RX Hosp--Surg Prim Site",782,2,"A,M,C,I",Tumor,digits
rxHospSurgSite9802,746,"RX Hosp--Surg Site 98-02",800,2,"A,M,C,I",Tumor,digits
rxSummBrm,1410,"RX Summ--BRM",1589,2,"A,M,C,I",Tumor,digits
rxSummChemo,1390,"RX Summ--Chemo",1585,2,"A,M,C,I",Tumor,digits
rxSummDxStgProc,1350,"RX Summ--DX/Stg Proc",1577,2,"A,M,C,I",Tumor,digits
rxSummHormone,1400,"RX Summ--Hormone",1587,2,"A,M,C,I",Tumor,digits
rxSummOther,1420,"RX Summ--Other",1591,1,"A,M,C,I",Tumor,digits
rxSummPalliativeProc,3270,"RX Summ--Palliative Proc",1579,1,"A,M,C,I",Tumor,digits
rxSummRadToCns,1370,"RX Summ--Rad to CNS",1581,1,"A,M,C,I",Tumor,digits
rxSummRadiation,1360,"RX Summ--Radiation",1580,1,"A,M,C,I",Tumor,digits
rxSummReconstruct1st,1330,"RX Summ--Reconstruct 1st",1575,1,"A,M,C,I",Tumor,digits
rxSummRegLnExamined,1296,"RX Summ--Reg LN Examined",1571,2,"A,M,C,I",Tumor,digits
rxSummScopeReg9802,1647,"RX Summ--Scope Reg 98-02",1622,1,"A,M,C,I",Tumor,digits
rxSummScopeRegLnSur,1292,"RX Summ--Scope Reg LN Sur",1569,1,"A,M,C,I",Tumor,digits
rxSummSurgOth9802,1648,"RX Summ--Surg Oth 98-02",1623,1,"A,M,C,I",Tumor,digits
rxSummSurgOthRegDis,1294,"RX Summ--Surg Oth Reg/Dis",1570,1,"A,M,C,I",Tumor,digits
rxSummSurgPrimSite,1290,"RX Summ--Surg Prim Site",1567,2,"A,M,C,I",Tumor,digits
rxSummSurgRadSeq,1380,"RX Summ--Surg/Rad Seq",1582,1,"A,M,C,I",Tumor,digits
rxSummSurgSite9802,1646,"RX Summ--Surg Site 98-02",1620,2,"A,M,C,I",Tumor,digits
rxSummSurgeryType,1640,"RX Summ--Surgery Type",1617,2,"A,M,C,I",Tumor,digits
rxSummSurgicalApproch,1310,"RX Summ--Surgical Approch",1573,1,"A,M,C,I",Tumor,digits
rxSummSurgicalMargins,1320,"RX Summ--Surgical Margins",1574,1,"A,M,C,I",Tumor,digits
rxSummSystemicSurSeq,1639,"RX Summ--Systemic/Sur Seq",1616,1,"A,M,C,I",Tumor,digits
rxSummTransplntEndocr,3250,"RX Summ--Transplnt/Endocr",1583,2,"A,M,C,I",Tumor,digits
rxSummTreatmentStatus,1285,"RX Summ--Treatment Status",1566,1,"A,M,C,I",Tumor,digits
rxTextBrm,2660,"RX Text--BRM",17765,1000,"A,M",Tumor,text
rxTextChemo,2640,"RX Text--Chemo",15765,1000,"A,M",Tumor,text
rxTextHormone,2650,"RX Text--Hormone",16765,1000,"A,M",Tumor,text
rxTextOther,2670,"RX Text--Other",18765,1000,"A,M",Tumor,text
rxTextRadiation,2620,"RX Text--Radiation (Beam)",13765,1000,"A,M",Tumor,text
rxTextRadiationOther,2630,"RX Text--Radiation Other",14765,1000,"A,M",Tumor,text
rxTextSurgery,2610,"RX Text--Surgery",12765,1000,"A,M",Tumor,text
secondaryDiagnosis1,3780,"Secondary Diagnosis 1",1236,7,"A,M,C,I",Tumor,text
secondaryDiagnosis10,3798,"Secondary Diagnosis 10",1299,7,"A,M,C,I",Tumor,text
secondaryDiagnosis2,3782,"Secondary Diagnosis 2",1243,7,"A,M,C,I",Tumor,text
secondaryDiagnosis3,3784,"Secondary Diagnosis 3",1250,7,"A,M,C,I",Tumor,text
secondaryDiagnosis4,3786,"Secondary Diagnosis 4",1257,7,"A,M,C,I",Tumor,text
secondaryDiagnosis5,3788,"Secondary Diagnosis 5",1264,7,"A,M,C,I",Tumor,text
secondaryDiagnosis6,3790,"Secondary Diagnosis 6",1271,7,"A,M,C,I",Tumor,text
secondaryDiagnosis7,3792,"Secondary Diagnosis 7",1278,7,"A,M,C,I",Tumor,text
secondaryDiagnosis8,3794,"Secondary Diagnosis 8",1285,7,"A,M,C,I",Tumor,text
secondaryDiagnosis9,3796,"Secondary Diagnosis 9",1292,7,"A,M,C,I",Tumor,text
seerCodingSysCurrent,2120,"SEER Coding Sys--Current",1930,1,"A,M,C,I",Tumor,mixed
seerCodingSysOriginal,2130,"SEER Coding Sys--Original",1931,1,"A,M,C,I",Tumor,mixed
seerMets,776,"SEER Mets",892,2,"A,M,C,I",Tumor,digits
seerPrimaryTumor,772,"SEER Primary Tumor",886,3,"A,M,C,I",Tumor,digits
seerRecordNumber,2190,"SEER Record Number",1947,2,"A,M,C,I",Tumor,digits
seerRegionalNodes,774,"SEER Regional Nodes",889,3,"A,M,C,I",Tumor,digits
seerSiteSpecificFact1,3700,"SEER Site-Specific Fact 1",1179,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact2,3702,"SEER Site-Specific Fact 2",1180,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact3,3704,"SEER Site-Specific Fact 3",1181,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact4,3706,"SEER Site-Specific Fact 4",1182,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact5,3708,"SEER Site-Specific Fact 5",1183,1,"A,M,C,I",Tumor,digits
seerSiteSpecificFact6,3710,"SEER Site-Specific Fact 6",1184,1,"A,M,C,I",Tumor,digits
seerSummaryStage1977,760,"SEER Summary Stage 1977",905,1,"A,M,C,I",Tumor,digits
seerSummaryStage2000,759,"SEER Summary Stage 2000",904,1,"A,M,C,I",Tumor,digits
seerTypeOfFollowUp,2180,"SEER Type of Follow-Up",1946,1,"A,M,C,I",Tumor,digits
sequenceNumberCentral,380,"Sequence Number--Central",528,2,"A,M,C,I",Tumor,digits
sequenceNumberHospital,560,"Sequence Number--Hospital",740,2,"A,M,C,I",Tumor,digits
sex,220,"Sex",192,1,"A,M,C,I",Patient,digits
siteCodingSysCurrent,450,"Site Coding Sys--Current",558,1,"A,M,C,I",Tumor,digits
siteCodingSysOriginal,460,"Site Coding Sys--Original",559,1,"A,M,C,I",Tumor,digits
siteIcdO1,1960,"Site (73-91) ICD-O-1",1909,4,"A,M,C,I",Tumor,digits
socialSecurityNumber,2320,"Social Security Number",3619,9,"A,M,C",Patient,digits
spanishHispanicOrigin,190,"Spanish/Hispanic Origin",189,1,"A,M,C,I",Patient,digits
stateRequestorItems,2220,"State/Requestor Items",2340,1000,"A,M,C,I",Tumor,text
subsqRx2ndCourseBrm,1675,"Subsq RX 2nd Course BRM",1743,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseChemo,1673,"Subsq RX 2nd Course Chemo",1741,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseDate,1660,"Subsq RX 2nd Course Date",1724,8,"A,M,C,I",Tumor,date
subsqRx2ndCourseHorm,1674,"Subsq RX 2nd Course Horm",1742,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseOth,1676,"Subsq RX 2nd Course Oth",1744,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseRad,1672,"Subsq RX 2nd Course Rad",1740,1,"A,M,C,I",Tumor,digits
subsqRx2ndCourseSurg,1671,"Subsq RX 2nd Course Surg",1734,2,"A,M,C,I",Tumor,digits
subsqRx2ndRegLnRem,1679,"Subsq RX 2nd--Reg LN Rem",1738,2,"A,M,C,I",Tumor,digits
subsqRx2ndScopeLnSu,1677,"Subsq RX 2nd--Scope LN SU",1736,1,"A,M,C,I",Tumor,digits
subsqRx2ndSurgOth,1678,"Subsq RX 2nd--Surg Oth",1737,1,"A,M,C,I",Tumor,digits
subsqRx2ndcrsDateFlag,1661,"Subsq RX 2ndCrs Date Flag",1732,2,"A,M,C,I",Tumor,digits
subsqRx3rdCourseBrm,1695,"Subsq RX 3rd Course BRM",1764,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseChemo,1693,"Subsq RX 3rd Course Chemo",1762,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseDate,1680,"Subsq RX 3rd Course Date",1745,8,"A,M,C,I",Tumor,date
subsqRx3rdCourseHorm,1694,"Subsq RX 3rd Course Horm",1763,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseOth,1696,"Subsq RX 3rd Course Oth",1765,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseRad,1692,"Subsq RX 3rd Course Rad",1761,1,"A,M,C,I",Tumor,digits
subsqRx3rdCourseSurg,1691,"Subsq RX 3rd Course Surg",1755,2,"A,M,C,I",Tumor,digits
subsqRx3rdRegLnRem,1699,"Subsq RX 3rd--Reg LN Rem",1759,2,"A,M,C,I",Tumor,digits
subsqRx3rdScopeLnSu,1697,"Subsq RX 3rd--Scope LN Su",1757,1,"A,M,C,I",Tumor,digits
subsqRx3rdSurgOth,1698,"Subsq RX 3rd--Surg Oth",1758,1,"A,M,C,I",Tumor,digits
subsqRx3rdcrsDateFlag,1681,"Subsq RX 3rdCrs Date Flag",1753,2,"A,M,C,I",Tumor,digits
subsqRx4thCourseBrm,1715,"Subsq RX 4th Course BRM",1785,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseChemo,1713,"Subsq RX 4th Course Chemo",1783,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseDate,1700,"Subsq RX 4th Course Date",1766,8,"A,M,C,I",Tumor,date
subsqRx4thCourseHorm,1714,"Subsq RX 4th Course Horm",1784,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseOth,1716,"Subsq RX 4th Course Oth",1786,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseRad,1712,"Subsq RX 4th Course Rad",1782,1,"A,M,C,I",Tumor,digits
subsqRx4thCourseSurg,1711,"Subsq RX 4th Course Surg",1776,2,"A,M,C,I",Tumor,digits
subsqRx4thRegLnRem,1719,"Subsq RX 4th--Reg LN Rem",1780,2,"A,M,C,I",Tumor,digits
subsqRx4thScopeLnSu,1717,"Subsq RX 4th--Scope LN Su",1778,1,"A,M,C,I",Tumor,digits
subsqRx4thSurgOth,1718,"Subsq RX 4th--Surg Oth",1779,1,"A,M,C,I",Tumor,digits
subsqRx4thcrsDateFlag,1701,"Subsq RX 4thCrs Date Flag",1774,2,"A,M,C,I",Tumor,digits
subsqRxReconstructDel,1741,"Subsq RX--Reconstruct Del",1787,1,"A,M,C,I",Tumor,digits
survDateActiveFollowup,1782,"Surv-Date Active Followup",2292,8,"A,M,C,I",Tumor,date
survDateDxRecode,1788,"Surv-Date DX Recode",2318,8,"A,M,C,I",Tumor,date
survDatePresumedAlive,1785,"Surv-Date Presumed Alive",2305,8,"A,M,C,I",Tumor,date
survFlagActiveFollowup,1783,"Surv-Flag Active Followup",2300,1,"A,M,C,I",Tumor,digits
survFlagPresumedAlive,1786,"Surv-Flag Presumed Alive",2313,1,"A,M,C,I",Tumor,digits
survMosActiveFollowup,1784,"Surv-Mos Active Followup",2301,4,"A,M,C,I",Tumor,digits
survMosPresumedAlive,1787,"Surv-Mos Presumed Alive",2314,4,"A,M,C,I",Tumor,digits
telephone,2360,"Telephone",3868,10,"A,M,C",Patient,digits
textDxProcLabTests,2550,"Text--DX Proc--Lab Tests",8565,1000,"A,M",Tumor,text
textDxProcOp,2560,"Text--DX Proc--Op",9565,1000,"A,M",Tumor,text
textDxProcPath,2570,"Text--DX Proc--Path",10565,1000,"A,M",Tumor,text
textDxProcPe,2520,"Text--DX Proc--PE",5565,1000,"A,M",Tumor,text
textDxProcScopes,2540,"Text--DX Proc--Scopes",7565,1000,"A,M",Tumor,text
textDxProcXRayScan,2530,"Text--DX Proc--X-ray/Scan",6565,1000,"A,M",Tumor,text
textHistologyTitle,2590,"Text--Histology Title",11665,100,"A,M",Tumor,text
textPlaceOfDiagnosis,2690,"Text--Place of Diagnosis",20765,60,"A,M",Tumor,text
textPrimarySiteTitle,2580,"Text--Primary Site Title",11565,100,"A,M",Tumor,text
textRemarks,2680,"Text--Remarks",19765,1000,"A,M",Tumor,text
textStaging,2600,"Text--Staging",11765,1000,"A,M",Tumor,text
textUsualIndustry,320,"Text--Usual Industry",317,100,"A,M,C,I",Tumor,text
textUsualOccupation,310,"Text--Usual Occupation",217,100,"A,M,C,I",Tumor,text
tnmClinDescriptor,980,"TNM Clin Descriptor",974,1,"A,M,C,I",Tumor,digits
tnmClinM,960,"TNM Clin M",966,4,"A,M,C,I",Tumor,text
tnmClinN,950,"TNM Clin N",962,4,"A,M,C,I",Tumor,text
tnmClinStageGroup,970,"TNM Clin Stage Group",970,4,"A,M,C,I",Tumor,text
tnmClinStagedBy,990,"TNM Clin Staged By",836,2,"A,M,C,I",Tumor,digits
tnmClinT,940,"TNM Clin T",958,4,"A,M,C,I",Tumor,text
tnmEditionNumber,1060,"TNM Edition Number",938,2,"A,M,C,I",Tumor,digits
tnmPathDescriptor,920,"TNM Path Descriptor",956,1,"A,M,C,I",Tumor,digits
tnmPathM,900,"TNM Path M",948,4,"A,M,C,I",Tumor,text
tnmPathN,890,"TNM Path N",944,4,"A,M,C,I",Tumor,text
tnmPathStageGroup,910,"TNM Path Stage Group",952,4,"A,M,C,I",Tumor,text
tnmPathStagedBy,930,"TNM Path Staged By",834,2,"A,M,C,I",Tumor,digits
tnmPathT,880,"TNM Path T",940,4,"A,M,C,I",Tumor,text
tumorMarker1,1150,"Tumor Marker 1",981,1,"A,M,C,I",Tumor,digits
tumorMarker2,1160,"Tumor Marker 2",982,1,"A,M,C,I",Tumor,digits
tumorMarker3,1170,"Tumor Marker 3",983,1,"A,M,C,I",Tumor,digits
tumorRecordNumber,60,"Tumor Record Number",40,2,"A,M,C,I",Tumor,digits
tumorSizeClinical,752,"Tumor Size Clinical",844,3,"A,M,C,I",Tumor,digits
tumorSizePathologic,754,"Tumor Size Pathologic",847,3,"A,M,C,I",Tumor,digits
tumorSizeSummary,756,"Tumor Size Summary",850,3,"A,M,C,I",Tumor,digits
typeOfReportingSource,500,"Type of Reporting Source",563,1,"A,M,C,I",Tumor,digits
unusualFollowUpMethod,1850,"Unusual Follow-Up Method",2290,2,"A,M,C,I",Tumor,digits
vendorName,2170,"Vendor Name",1936,10,"A,M,C,I",Tumor,text
vitalStatus,1760,"Vital Status",2126,1,"A,M,C,I",Patient,digits
