NAACCR XML ID,NAACCR Number,Name,Start Column,Length,Record Types,Parent XML Element,Data Type
hcgPostOrchiectomyLabValue,3846,"hCG Post-Orchiectomy Lab Value",1975,7,"A,M,C,I",Tumor,text
hcgPostOrchiectomyRange,3847,"hCG Post-Orchiectomy Range",1982,1,"A,M,C,I",Tumor,digits
hcgPreOrchiectomyLabValue,3848,"hCG Pre-Orchiectomy Lab Value",1967,7,"A,M,C,I",Tumor,text
hcgPreOrchiectomyRange,3849,"hCG Pre-Orchiectomy Range",1974,1,"A,M,C,I",Tumor,digits
her2IhcSummary,3850,"HER2 IHC Summary",1757,1,"A,M,C,I",Tumor,digits
her2IshDualProbeCopyNumber,3851,"HER2 ISH Dual Probe Copy Number",1758,4,"A,M,C,I",Tumor,text
her2IshDualProbeRatio,3852,"HER2 ISH Dual Probe Ratio",1762,4,"A,M,C,I",Tumor,text
her2IshSingleProbeCopyNumber,3853,"HER2 ISH Single Probe Copy Number",1766,4,"A,M,C,I",Tumor,text
her2IshSummary,3854,"HER2 ISH Summary",1770,1,"A,M,C,I",Tumor,digits
her2OverallSummary,3855,"HER2 Overall Summary",1744,1,"A,M,C,I",Tumor,digits
heritableTrait,3856,"Heritable Trait",1909,1,"A,M,C,I",Tumor,digits
highRiskCytogenetics,3857,"High Risk Cytogenetics",1915,1,"A,M,C,I",Tumor,text
highRiskHistologicFeatures,3858,"High Risk Histologic Features",1949,1,"A,M,C,I",Tumor,digits
histologicTypeIcdO3,522,"Histologic Type ICD-O-3",564,4,"A,M,C,I",Tumor,digits
histologyIcdO1,1971,"Histology (73-91) ICD-O-1",2600,4,"A,M,C,I",Tumor,digits
histologyIcdO2,420,"Histology (92-00) ICD-O-2",559,4,"A,M,C,I",Tumor,digits
hivStatus,3859,"HIV Status",1869,1,"A,M,C,I",Tumor,digits
iNRProthrombinTime,3860,"International Normalized Ratio Prothrombin Time",1863,3,"A,M,C,I",Tumor,text
icdO2ConversionFlag,1980,"ICD-O-2 Conversion Flag",2606,1,"A,M,C,I",Tumor,digits
icdO3ConversionFlag,2116,"ICD-O-3 Conversion Flag",2704,1,"A,M,C,I",Tumor,digits
icdRevisionComorbid,3165,"ICD Revision Comorbid",1526,1,"A,M,C,I",Tumor,digits
icdRevisionNumber,1920,"ICD Revision Number",2946,1,"A,M,C,I",Patient,digits
ihsLink,192,"IHS Link",451,1,"A,M,C,I",Patient,digits
industrySource,300,"Industry Source",246,1,"A,M,C,I",Tumor,digits
inpatientStatus,605,"Inpatient Status",789,1,"A,M,C,I",Tumor,digits
institutionReferredFrom,2410,"Institution Referred From",4935,10,"A,M,C",Tumor,text
institutionReferredTo,2420,"Institution Referred To",4955,10,"A,M,C",Tumor,text
invasionBeyondCapsule,3864,"Invasion Beyond Capsule",1834,1,"A,M,C,I",Tumor,digits
ipsilateralAdrenalGlandInvolve,3861,"Ipsilateral Adrenal Gland Involvement",1833,1,"A,M,C,I",Tumor,digits
jak2,3862,"JAK2",1830,1,"A,M,C,I",Tumor,digits
ki67,3863,"Ki-67",1771,5,"A,M,C,I",Tumor,text
kitGeneImmunohistochemistry,3865,"KIT Gene Immunohistochemistry",1815,1,"A,M,C,I",Tumor,digits
kras,3866,"KRAS",1800,1,"A,M,C,I",Tumor,digits
laterality,410,"Laterality",558,1,"A,M,C,I",Tumor,digits
latitude,2352,"Latitude",4784,10,"A,M,C",Tumor,text
ldhPostOrchiectomyRange,3867,"LDH Post-Orchiectomy Range",1984,1,"A,M,C,I",Tumor,digits
ldhPreOrchiectomyRange,3868,"LDH Pre-Orchiectomy Range",1983,1,"A,M,C,I",Tumor,digits
ldhPretreatmentLabValue,3932,"LDH Pretreatment Lab Value",1898,7,"A,M,C,I",Tumor,text
ldhPretreatmentLevel,3869,"LDH Pretreatment Level",1916,1,"A,M,C,I",Tumor,digits
ldhUpperLimitsOfNormal,3870,"LDH Upper Limits of Normal",1895,3,"A,M,C,I",Tumor,text
lnAssessMethodFemoralInguinal,3871,"LN Assessment Method Femoral-Inguinal",1992,1,"A,M,C,I",Tumor,digits
lnAssessMethodParaaortic,3872,"LN Assessment Method Para-Aortic",1987,1,"A,M,C,I",Tumor,digits
lnAssessMethodPelvic,3873,"LN Assessment Method Pelvic",1988,1,"A,M,C,I",Tumor,digits
lnDistantAssessMethod,3874,"LN Distant Assessment Method",1989,1,"A,M,C,I",Tumor,digits
lnDistantMediastinalScalene,3875,"LN Distant: Mediastinal, Scalene",1990,1,"A,M,C,I",Tumor,digits
lnHeadAndNeckLevels1To3,3876,"LN Head and Neck Levels I-III",1822,1,"A,M,C,I",Tumor,digits
lnHeadAndNeckLevels4To5,3877,"LN Head and Neck Levels IV-V",1823,1,"A,M,C,I",Tumor,digits
lnHeadAndNeckLevels6To7,3878,"LN Head and Neck Levels VI-VII",1824,1,"A,M,C,I",Tumor,digits
lnHeadAndNeckOther,3879,"LN Head and Neck Other",1825,1,"A,M,C,I",Tumor,digits
lnIsolatedTumorCells,3880,"LN Isolated Tumor Cells (ITC)",1906,1,"A,M,C,I",Tumor,digits
lnLaterality,3881,"LN Laterality",1993,1,"A,M,C,I",Tumor,digits
lnPositiveAxillaryLevel1To2,3882,"LN Positive Axillary Level I-II",1745,2,"A,M,C,I",Tumor,text
lnSize,3883,"LN Size",1826,4,"A,M,C,I",Tumor,text
lnStatusFemorInguinParaaortPelv,3884,"LN Status Femoral-Inguinal, Para-Aortic, Pelvic",1991,1,"A,M,C,I",Tumor,digits
longitude,2354,"Longitude",4794,11,"A,M,C",Tumor,text
lymphVascularInvasion,1182,"Lymphovascular Invasion",1297,1,"A,M,C,I",Tumor,digits
lymphocytosis,3885,"Lymphocytosis",1912,1,"A,M,C,I",Tumor,digits
majorVeinInvolvement,3886,"Major Vein Involvement",1835,1,"A,M,C,I",Tumor,digits
maritalStatusAtDx,150,"Marital Status at DX",206,1,"A,M,C,I",Tumor,digits
measuredBasalDiameter,3887,"Measured Basal Diameter",1877,4,"A,M,C,I",Tumor,text
measuredThickness,3888,"Measured Thickness",1881,4,"A,M,C,I",Tumor,text
medicalRecordNumber,2300,"Medical Record Number",4315,11,"A,M,C",Tumor,text
medicareBeneficiaryIdentifier,2315,"Medicare Beneficiary Identifier",4337,11,"A,M,C",Patient,text
methylationOfO6MGMT,3889,"Methylation of O6-Methylguanine-Methyltransferase",1742,1,"A,M,C,I",Tumor,digits
metsAtDxBone,1112,"Mets at DX-Bone",870,1,"A,M,C,I",Tumor,digits
metsAtDxBrain,1113,"Mets at DX-Brain",871,1,"A,M,C,I",Tumor,digits
metsAtDxDistantLn,1114,"Mets at Dx-Distant LN",872,1,"A,M,C,I",Tumor,digits
metsAtDxLiver,1115,"Mets at DX-Liver",873,1,"A,M,C,I",Tumor,digits
metsAtDxLung,1116,"Mets at DX-Lung",874,1,"A,M,C,I",Tumor,digits
metsAtDxOther,1117,"Mets at DX-Other",875,1,"A,M,C,I",Tumor,digits
microsatelliteInstability,3890,"Microsatellite Instability (MSI)",1801,1,"A,M,C,I",Tumor,digits
microvascularDensity,3891,"Microvascular Density",1885,2,"A,M,C,I",Tumor,text
militaryRecordNoSuffix,2310,"Military Record No Suffix",4326,2,"A,M,C",Tumor,digits
mitoticCountUvealMelanoma,3892,"Mitotic Count Uveal Melanoma",1887,4,"A,M,C,I",Tumor,text
mitoticRateMelanoma,3893,"Mitotic Rate Melanoma",1872,2,"A,M,C,I",Tumor,text
morphCodingSysCurrent,470,"Morph Coding Sys--Current",574,1,"A,M,C,I",Tumor,mixed
morphCodingSysOriginl,480,"Morph Coding Sys--Originl",575,1,"A,M,C,I",Tumor,mixed
multTumRptAsOnePrim,444,"Mult Tum Rpt as One Prim",591,2,"A,M,C,I",Tumor,digits
multigeneSignatureMethod,3894,"Multigene Signature Method",1747,1,"A,M,C,I",Tumor,digits
multigeneSignatureResults,3895,"Multigene Signature Results",1748,2,"A,M,C,I",Tumor,text
multiplicityCounter,446,"Multiplicity Counter",603,2,"A,M,C,I",Tumor,digits
naaccrRecordVersion,50,"NAACCR Record Version",17,3,"A,M,C,I",NaaccrData,digits
nameAlias,2280,"Name--Alias",4175,40,"A,M,C",Patient,text
nameFirst,2240,"Name--First",4089,40,"A,M,C",Patient,text
nameLast,2230,"Name--Last",4049,40,"A,M,C",Patient,text
nameMaiden,2390,"Name--Maiden",4215,40,"A,M,C",Patient,text
nameMiddle,2250,"Name--Middle",4129,40,"A,M,C",Patient,text
namePrefix,2260,"Name--Prefix",4169,3,"A,M,C",Patient,text
nameSpouseParent,2290,"Name--Spouse/Parent",4255,60,"A,M,C",Tumor,text
nameSuffix,2270,"Name--Suffix",4172,3,"A,M,C",Patient,text
nccnInternationalPrognosticIndex,3896,"NCCN International Prognostic Index (IPI)",1870,2,"A,M,C,I",Tumor,text
nextFollowUpSource,1800,"Next Follow-Up Source",2802,1,"A,M,C,I",Tumor,digits
nhiaDerivedHispOrigin,191,"NHIA Derived Hisp Origin",448,1,"A,M,C,I",Patient,digits
npcrDerivedAjcc8TnmClinStgGrp,3645,"NPCR Derived AJCC 8 TNM Clin Stg Grp",1457,15,"A,M,C,I",Tumor,text
npcrDerivedAjcc8TnmPathStgGrp,3646,"NPCR Derived AJCC 8 TNM Path Stg Grp",1472,15,"A,M,C,I",Tumor,text
npcrDerivedAjcc8TnmPostStgGrp,3647,"NPCR Derived AJCC 8 TNM Post Therapy Stg Grp",1487,15,"A,M,C,I",Tumor,text
npcrDerivedClinStgGrp,3650,"NPCR Derived Clin Stg Grp",1449,4,"A,M,C,I",Tumor,text
npcrDerivedPathStgGrp,3655,"NPCR Derived Path Stg Grp",1453,4,"A,M,C,I",Tumor,text
npcrSpecificField,3720,"NPCR Specific Field",1647,75,"A,M,C,I",Tumor,text
npiArchiveFin,3105,"NPI--Archive FIN",725,10,"A,M,C,I",Tumor,digits
npiFollowingRegistry,2445,"NPI--Following Registry",4905,10,"A,M,C",Tumor,digits
npiInstReferredFrom,2415,"NPI--Inst Referred From",4925,10,"A,M,C",Tumor,digits
npiInstReferredTo,2425,"NPI--Inst Referred To",4945,10,"A,M,C",Tumor,digits
npiPhysician3,2495,"NPI--Physician 3",5069,10,"A,M,C",Tumor,digits
npiPhysician4,2505,"NPI--Physician 4",5087,10,"A,M,C",Tumor,digits
npiPhysicianFollowUp,2475,"NPI--Physician--Follow-Up",5033,10,"A,M,C",Tumor,digits
npiPhysicianManaging,2465,"NPI--Physician--Managing",5015,10,"A,M,C",Tumor,digits
npiPhysicianPrimarySurg,2485,"NPI--Physician--Primary Surg",5051,10,"A,M,C",Tumor,digits
npiRegistryId,45,"NPI--Registry ID",20,10,"A,M,C,I",NaaccrData,digits
npiReportingFacility,545,"NPI--Reporting Facility",705,10,"A,M,C,I",Tumor,digits
numberOfCoresExamined,3897,"Number of Cores Examined",1937,2,"A,M,C,I",Tumor,text
numberOfCoresPositive,3898,"Number of Cores Positive",1939,2,"A,M,C,I",Tumor,text
numberOfExaminedParaAorticNodes,3899,"Number of Examined Para-Aortic Nodes",1807,2,"A,M,C,I",Tumor,text
numberOfExaminedPelvicNodes,3900,"Number of Examined Pelvic Nodes",1811,2,"A,M,C,I",Tumor,text
numberOfPositiveParaAorticNodes,3901,"Number of Positive Para-Aortic Nodes",1805,2,"A,M,C,I",Tumor,text
numberOfPositivePelvicNodes,3902,"Number of Positive Pelvic Nodes",1809,2,"A,M,C,I",Tumor,text
numberPhasesOfRadTxToVolume,1532,"Number of Phases of Rad Treatment to this Volume",2347,2,"A,M,C,I",Tumor,digits
occupationSource,290,"Occupation Source",245,1,"A,M,C,I",Tumor,digits
oncotypeDxRecurrenceScoreDcis,3903,"Oncotype Dx Recurrence Score-DCIS",1776,3,"A,M,C,I",Tumor,text
oncotypeDxRecurrenceScoreInvasiv,3904,"Oncotype Dx Recurrence Score-Invasive",1779,3,"A,M,C,I",Tumor,text
oncotypeDxRiskLevelDcis,3905,"Oncotype Dx Risk Level-DCIS",1782,1,"A,M,C,I",Tumor,digits
oncotypeDxRiskLevelInvasive,3906,"Oncotype Dx Risk Level-Invasive",1783,1,"A,M,C,I",Tumor,digits
organomegaly,3907,"Organomegaly",1913,1,"A,M,C,I",Tumor,digits
overRideAcsnClassSeq,1985,"Over-ride Acsn/Class/Seq",2574,1,"A,M,C,I",Tumor,digits
overRideAgeSiteMorph,1990,"Over-ride Age/Site/Morph",2579,1,"A,M,C,I",Tumor,digits
overRideCocSiteType,1987,"Over-ride CoC-Site/Type",2576,1,"A,M,C,I",Tumor,digits
overRideCs1,3750,"Over-ride CS 1",2705,1,"A,M,C,I",Tumor,digits
overRideCs10,3759,"Over-ride CS 10",2714,1,"A,M,C,I",Tumor,digits
overRideCs11,3760,"Over-ride CS 11",2715,1,"A,M,C,I",Tumor,digits
overRideCs12,3761,"Over-ride CS 12",2716,1,"A,M,C,I",Tumor,digits
overRideCs13,3762,"Over-ride CS 13",2717,1,"A,M,C,I",Tumor,digits
overRideCs14,3763,"Over-ride CS 14",2718,1,"A,M,C,I",Tumor,digits
overRideCs15,3764,"Over-ride CS 15",2719,1,"A,M,C,I",Tumor,digits
overRideCs16,3765,"Over-ride CS 16",2720,1,"A,M,C,I",Tumor,digits
overRideCs17,3766,"Over-ride CS 17",2721,1,"A,M,C,I",Tumor,digits
overRideCs18,3767,"Over-ride CS 18",2722,1,"A,M,C,I",Tumor,digits
overRideCs19,3768,"Over-ride CS 19",2723,1,"A,M,C,I",Tumor,digits
overRideCs2,3751,"Over-ride CS 2",2706,1,"A,M,C,I",Tumor,digits
overRideCs20,3769,"Over-ride CS 20",2724,1,"A,M,C,I",Tumor,digits
overRideCs3,3752,"Over-ride CS 3",2707,1,"A,M,C,I",Tumor,digits
overRideCs4,3753,"Over-ride CS 4",2708,1,"A,M,C,I",Tumor,digits
overRideCs5,3754,"Over-ride CS 5",2709,1,"A,M,C,I",Tumor,digits
overRideCs6,3755,"Over-ride CS 6",2710,1,"A,M,C,I",Tumor,digits
overRideCs7,3756,"Over-ride CS 7",2711,1,"A,M,C,I",Tumor,digits
overRideCs8,3757,"Over-ride CS 8",2712,1,"A,M,C,I",Tumor,digits
overRideCs9,3758,"Over-ride CS 9",2713,1,"A,M,C,I",Tumor,digits
overRideHistology,2040,"Over-ride Histology",2587,1,"A,M,C,I",Tumor,digits
overRideHospseqDxconf,1986,"Over-ride HospSeq/DxConf",2575,1,"A,M,C,I",Tumor,digits
overRideHospseqSite,1988,"Over-ride HospSeq/Site",2577,1,"A,M,C,I",Tumor,digits
overRideIllDefineSite,2060,"Over-ride Ill-define Site",2589,1,"A,M,C,I",Tumor,digits
overRideLeukLymphoma,2070,"Over-ride Leuk, Lymphoma",2590,1,"A,M,C,I",Tumor,digits
overRideNameSex,2078,"Over-ride Name/Sex",2595,1,"A,M,C,I",Patient,digits
overRideReportSource,2050,"Over-ride Report Source",2588,1,"A,M,C,I",Tumor,digits
overRideSeqnoDxconf,2000,"Over-ride SeqNo/DxConf",2583,1,"A,M,C,I",Tumor,digits
overRideSiteBehavior,2071,"Over-ride Site/Behavior",2591,1,"A,M,C,I",Tumor,digits
overRideSiteEodDxDt,2072,"Over-ride Site/EOD/DX Dt",2592,1,"A,M,C,I",Tumor,digits
overRideSiteLatEod,2073,"Over-ride Site/Lat/EOD",2593,1,"A,M,C,I",Tumor,digits
overRideSiteLatMorph,2074,"Over-ride Site/Lat/Morph",2594,1,"A,M,C,I",Tumor,digits
overRideSiteLatSeqno,2010,"Over-ride Site/Lat/SeqNo",2584,1,"A,M,C,I",Tumor,digits
overRideSiteTnmStggrp,1989,"Over-ride Site/TNM-StgGrp",2578,1,"A,M,C,I",Tumor,digits
overRideSiteType,2030,"Over-ride Site/Type",2586,1,"A,M,C,I",Tumor,digits
overRideSsNodespos,1981,"Over-ride SS/NodesPos",2571,1,"A,M,C,I",Tumor,digits
overRideSsTnmM,1983,"Over-ride SS/TNM-M",2573,1,"A,M,C,I",Tumor,digits
overRideSsTnmN,1982,"Over-ride SS/TNM-N",2572,1,"A,M,C,I",Tumor,digits
overRideSurgDxconf,2020,"Over-ride Surg/DxConf",2585,1,"A,M,C,I",Tumor,digits
overRideTnm3,1994,"Over-ride TNM 3",2582,1,"A,M,C,I",Tumor,digits
overRideTnmStage,1992,"Over-ride TNM Stage",2580,1,"A,M,C,I",Tumor,digits
overRideTnmTis,1993,"Over-ride TNM Tis",2581,1,"A,M,C,I",Tumor,digits
pathDateSpecCollect1,7320,"Path Date Spec Collect 1",6200,14,"A,M",Tumor,date
pathDateSpecCollect2,7321,"Path Date Spec Collect 2",6306,14,"A,M",Tumor,date
pathDateSpecCollect3,7322,"Path Date Spec Collect 3",6412,14,"A,M",Tumor,date
pathDateSpecCollect4,7323,"Path Date Spec Collect 4",6518,14,"A,M",Tumor,date
pathDateSpecCollect5,7324,"Path Date Spec Collect 5",6624,14,"A,M",Tumor,date
pathOrderPhysLicNo1,7100,"Path Order Phys Lic No 1",6241,20,"A,M",Tumor,text
pathOrderPhysLicNo2,7101,"Path Order Phys Lic No 2",6347,20,"A,M",Tumor,text
pathOrderPhysLicNo3,7102,"Path Order Phys Lic No 3",6453,20,"A,M",Tumor,text
pathOrderPhysLicNo4,7103,"Path Order Phys Lic No 4",6559,20,"A,M",Tumor,text
pathOrderPhysLicNo5,7104,"Path Order Phys Lic No 5",6665,20,"A,M",Tumor,text
pathOrderingFacNo1,7190,"Path Ordering Fac No 1",6216,25,"A,M",Tumor,text
pathOrderingFacNo2,7191,"Path Ordering Fac No 2",6322,25,"A,M",Tumor,text
pathOrderingFacNo3,7192,"Path Ordering Fac No 3",6428,25,"A,M",Tumor,text
pathOrderingFacNo4,7193,"Path Ordering Fac No 4",6534,25,"A,M",Tumor,text
pathOrderingFacNo5,7194,"Path Ordering Fac No 5",6640,25,"A,M",Tumor,text
pathReportNumber1,7090,"Path Report Number 1",6180,20,"A,M",Tumor,text
pathReportNumber2,7091,"Path Report Number 2",6286,20,"A,M",Tumor,text
pathReportNumber3,7092,"Path Report Number 3",6392,20,"A,M",Tumor,text
pathReportNumber4,7093,"Path Report Number 4",6498,20,"A,M",Tumor,text
pathReportNumber5,7094,"Path Report Number 5",6604,20,"A,M",Tumor,text
pathReportType1,7480,"Path Report Type 1",6214,2,"A,M",Tumor,digits
pathReportType2,7481,"Path Report Type 2",6320,2,"A,M",Tumor,digits
pathReportType3,7482,"Path Report Type 3",6426,2,"A,M",Tumor,digits
pathReportType4,7483,"Path Report Type 4",6532,2,"A,M",Tumor,digits
pathReportType5,7484,"Path Report Type 5",6638,2,"A,M",Tumor,digits
pathReportingFacId1,7010,"Path Reporting Fac ID 1",6155,25,"A,M",Tumor,text
pathReportingFacId2,7011,"Path Reporting Fac ID 2",6261,25,"A,M",Tumor,text
pathReportingFacId3,7012,"Path Reporting Fac ID 3",6367,25,"A,M",Tumor,text
pathReportingFacId4,7013,"Path Reporting Fac ID 4",6473,25,"A,M",Tumor,text
pathReportingFacId5,7014,"Path Reporting Fac ID 5",6579,25,"A,M",Tumor,text
patientIdNumber,20,"Patient ID Number",42,8,"A,M,C,I",Patient,digits
patientSystemIdHosp,21,"Patient System ID-Hosp",50,8,"A,M,C,I",Tumor,digits
pediatricStage,1120,"Pediatric Stage",1289,2,"A,M,C,I",Tumor,text
pediatricStagedBy,1140,"Pediatric Staged By",1293,1,"A,M,C,I",Tumor,digits
pediatricStagingSystem,1130,"Pediatric Staging System",1291,2,"A,M,C,I",Tumor,digits
percentNecrosisPostNeoadjuvant,3908,"Percent Necrosis Post Neoadjuvant",1734,5,"A,M,C,I",Tumor,text
perineuralInvasion,3909,"Perineural Invasion",1802,1,"A,M,C,I",Tumor,digits
peripheralBloodInvolvement,3910,"Peripheral Blood Involvement",1908,1,"A,M,C,I",Tumor,digits
peritonealCytology,3911,"Peritoneal Cytology",1813,1,"A,M,C,I",Tumor,digits
phase1DosePerFraction,1501,"Phase I Dose per Fraction",2289,5,"A,M,C,I",Tumor,digits
phase1NumberOfFractions,1503,"Phase I Number of Fractions",2294,3,"A,M,C,I",Tumor,digits
phase1RadiationExternalBeamTech,1502,"Phase I Radiation External Beam Planning Tech",2287,2,"A,M,C,I",Tumor,digits
phase1RadiationPrimaryTxVolume,1504,"Phase I Radiation Primary Treatment Volume",2281,2,"A,M,C,I",Tumor,text
phase1RadiationToDrainingLN,1505,"Phase I Radiation to Draining Lymph Nodes",2283,2,"A,M,C,I",Tumor,digits
phase1RadiationTreatmentModality,1506,"Phase I Radiation Treatment Modality",2285,2,"A,M,C,I",Tumor,digits
phase1TotalDose,1507,"Phase I Total Dose",2297,6,"A,M,C,I",Tumor,digits
phase2DosePerFraction,1511,"Phase II Dose per Fraction",2311,5,"A,M,C,I",Tumor,digits
phase2NumberOfFractions,1513,"Phase II Number of Fractions",2316,3,"A,M,C,I",Tumor,digits
phase2RadiationExternalBeamTech,1512,"Phase II Radiation External Beam Planning Tech",2309,2,"A,M,C,I",Tumor,digits
phase2RadiationPrimaryTxVolume,1514,"Phase II Radiation Primary Treatment Volume",2303,2,"A,M,C,I",Tumor,digits
phase2RadiationToDrainingLN,1515,"Phase II Radiation to Draining Lymph Nodes",2305,2,"A,M,C,I",Tumor,digits
phase2RadiationTreatmentModality,1516,"Phase II Radiation Treatment Modality",2307,2,"A,M,C,I",Tumor,digits
phase2TotalDose,1517,"Phase II Total Dose",2319,6,"A,M,C,I",Tumor,digits
phase3DosePerFraction,1521,"Phase III Dose per Fraction",2333,5,"A,M,C,I",Tumor,digits
phase3NumberOfFractions,1523,"Phase III Number of Fractions",2338,3,"A,M,C,I",Tumor,digits
phase3RadiationExternalBeamTech,1522,"Phase III Radiation External Beam Planning Tech",2331,2,"A,M,C,I",Tumor,digits
phase3RadiationPrimaryTxVolume,1524,"Phase III Radiation Primary Treatment Volume",2325,2,"A,M,C,I",Tumor,digits
phase3RadiationToDrainingLN,1525,"Phase III Radiation to Draining Lymph Nodes",2327,2,"A,M,C,I",Tumor,digits
phase3RadiationTreatmentModality,1526,"Phase III Radiation Treatment Modality",2329,2,"A,M,C,I",Tumor,digits
phase3TotalDose,1527,"Phase III Total Dose",2341,6,"A,M,C,I",Tumor,digits
physician3,2490,"Physician 3",5079,8,"A,M,C",Tumor,text
physician4,2500,"Physician 4",5097,8,"A,M,C",Tumor,text
physicianFollowUp,2470,"Physician--Follow-Up",5043,8,"A,M,C",Tumor,text
physicianManaging,2460,"Physician--Managing",5025,8,"A,M,C",Tumor,text
physicianPrimarySurg,2480,"Physician--Primary Surg",5061,8,"A,M,C",Tumor,text
placeOfDeath,1940,"Place of Death",2948,3,"A,M,C,I",Patient,text
placeOfDeathCountry,1944,"Place of Death--Country",480,3,"A,M,C,I",Patient,alpha
placeOfDeathState,1942,"Place of Death--State",478,2,"A,M,C,I",Patient,alpha
pleuralEffusion,3913,"Pleural Effusion",1926,1,"A,M,C,I",Tumor,digits
primaryPayerAtDx,630,"Primary Payer at DX",792,2,"A,M,C,I",Tumor,digits
primarySclerosingCholangitis,3917,"Primary Sclerosing Cholangitis",1831,1,"A,M,C,I",Tumor,digits
primarySite,400,"Primary Site",554,4,"A,M,C,I",Tumor,text
profoundImmuneSuppression,3918,"Profound Immune Suppression",1907,1,"A,M,C,I",Tumor,digits
progesteroneRecepPrcntPosOrRange,3914,"Progesterone Receptor Percent Positive or Range",1784,3,"A,M,C,I",Tumor,text
progesteroneRecepSummary,3915,"Progesterone Receptor Summary",1750,1,"A,M,C,I",Tumor,digits
progesteroneRecepTotalAllredScor,3916,"Progesterone Receptor Total Allred Score",1787,2,"A,M,C,I",Tumor,text
prostatePathologicalExtension,3919,"Prostate Pathological Extension",1941,3,"A,M,C,I",Tumor,text
psaLabValue,3920,"PSA (Prostatic Specific Antigen) Lab Value",1944,5,"A,M,C,I",Tumor,text
qualityOfSurvival,1780,"Quality of Survival",2800,1,"A,M,C,I",Tumor,digits
race1,160,"Race 1",207,2,"A,M,C,I",Patient,digits
race2,161,"Race 2",209,2,"A,M,C,I",Patient,digits
race3,162,"Race 3",211,2,"A,M,C,I",Patient,digits
race4,163,"Race 4",213,2,"A,M,C,I",Patient,digits
race5,164,"Race 5",215,2,"A,M,C,I",Patient,digits
raceCodingSysCurrent,170,"Race Coding Sys--Current",217,1,"A,M,C,I",Patient,digits
raceCodingSysOriginal,180,"Race Coding Sys--Original",218,1,"A,M,C,I",Patient,digits
raceNapiia,193,"Race--NAPIIA(derived API)",449,2,"A,M,C,I",Patient,digits
radBoostDoseCgy,3210,"Rad--Boost Dose cGy",2268,5,"A,M,C,I",Tumor,digits
radBoostRxModality,3200,"Rad--Boost RX Modality",2266,2,"A,M,C,I",Tumor,digits
radLocationOfRx,1550,"Rad--Location of RX",2263,1,"A,M,C,I",Tumor,digits
radNoOfTreatmentVol,1520,"Rad--No of Treatment Vol",2258,3,"A,M,C,I",Tumor,digits
radRegionalDoseCgy,1510,"Rad--Regional Dose: cGy",2253,5,"A,M,C,I",Tumor,digits
radRegionalRxModality,1570,"Rad--Regional RX Modality",2264,2,"A,M,C,I",Tumor,digits
radTreatmentVolume,1540,"Rad--Treatment Volume",2261,2,"A,M,C,I",Tumor,digits
radiationTxDiscontinuedEarly,1531,"Radiation Treatment Discontinued Early",2349,2,"A,M,C,I",Tumor,digits
readmSameHosp30Days,3190,"Readm Same Hosp 30 Days",2276,1,"A,M,C,I",Tumor,digits
reasonForNoRadiation,1430,"Reason for No Radiation",2250,1,"A,M,C,I",Tumor,digits
reasonForNoSurgery,1340,"Reason for No Surgery",2234,1,"A,M,C,I",Tumor,digits
recordNumberRecode,1775,"Record Number Recode",2798,2,"A,M,C,I",Tumor,digits
recordType,10,"Record Type",1,1,"A,M,C,I",NaaccrData,text
recurrenceDate1st,1860,"Recurrence Date--1st",2867,8,"A,M,C,I",Tumor,date
recurrenceDate1stFlag,1861,"Recurrence Date--1st Flag",2875,2,"A,M,C,I",Tumor,digits
recurrenceType1st,1880,"Recurrence Type--1st",2877,2,"A,M,C,I",Tumor,digits
regionalNodesExamined,830,"Regional Nodes Examined",1000,2,"A,M,C,I",Tumor,digits
regionalNodesPositive,820,"Regional Nodes Positive",998,2,"A,M,C,I",Tumor,digits
registryId,40,"Registry ID",30,10,"A,M,C,I",NaaccrData,digits
registryType,30,"Registry Type",2,1,"A,M,C,I",NaaccrData,digits
reportingFacility,540,"Reporting Facility",715,10,"A,M,C,I",Tumor,text
reserved00,37,"Reserved 00",3,14,"A,M,C,I",Tumor,text
reserved01,370,"Reserved 01",58,16,"A,M,C,I",Tumor,text
reserved02,530,"Reserved 02",492,50,"A,M,C,I",Tumor,text
reserved03,680,"Reserved 03",605,100,"A,M,C,I",Tumor,text
reserved04,750,"Reserved 04",816,50,"A,M,C,I",Tumor,text
reserved05,1180,"Reserved 05",1996,98,"A,M,C,I",Tumor,text
reserved06,1190,"Reserved 06",2357,100,"A,M,C,I",Tumor,text
reserved07,1300,"Reserved 07",2521,50,"A,M,C,I",Tumor,text
reserved08,1650,"Reserved 08",2725,50,"A,M,C,I",Tumor,text
reserved09,1740,"Reserved 09",2999,50,"A,M,C,I",Tumor,text
reserved10,1835,"Reserved 10",4805,100,"A,M,C",Tumor,text
reserved11,1900,"Reserved 11",4965,50,"A,M,C",Tumor,text
reserved12,2510,"Reserved 12",6105,50,"A,M,C",Tumor,text
reserved13,2080,"Reserved 13",6685,250,"A,M",Tumor,text
reserved14,2210,"Reserved 14",22195,2000,"A,M",Tumor,text
reserved15,2400,"Reserved 15",1739,1,"A,M,C,I",Tumor,text
reserved16,2450,"Reserved 16",138,12,"A,M,C,I",Tumor,text
residualTumVolPostCytoreduction,3921,"Residual Tumor Volume Post Cytoreduction",1920,2,"A,M,C,I",Tumor,digits
